Cliente,ID,Gasto_Mensual,Estado_Seguro
Matias Zorro Salvage,831509X,730133,APROBADO
Pepe Nutria Sigiloso,821088X,809087,APROBADO
Sacha Puma Audaz,967077X,649380,RECHAZADO (Riesgo Salud/Financiero)
Sacha Perro Salvage,619688X,565841,RECHAZADO (Riesgo Salud/Financiero)
Pancha Leon Noble,125616X,637482,RECHAZADO (Riesgo Salud/Financiero)
Pepe Zorro Veloz,129944X,603945,APROBADO
Coty Gato Sigiloso,848540X,670997,APROBADO
Sacha Perro Austral,294463X,398945,APROBADO
Maria Puma Audaz,852434X,613259,APROBADO
Francisco Zorro Veloz,343560X,409993,APROBADO
Coty Condor Rojo,763538X,623037,APROBADO
Matias Ballena Salvage,116305X,327038,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Austral,217048X,445095,APROBADO
Matias Puma Rojo,784070X,634473,APROBADO
Maria Gato Rojo,59186X,208556,APROBADO
Lucho Gato Austral,576938X,266051,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Audaz,768459X,202531,APROBADO
Matias Ballena Austral,818382X,612830,RECHAZADO (Riesgo Salud/Financiero)
Sacha Leon Sigiloso,549120X,541583,APROBADO
Pancha Ballena Audaz,118673X,72678,APROBADO
Francisco Perro Salvage,89875X,374112,APROBADO
Pancha Perro Salvage,697012X,193121,APROBADO
Juan Leon Sigiloso,782016X,90459,APROBADO
Juan Gato Noble,333643X,68571,APROBADO
Pepe Perro Salvage,827866X,770489,APROBADO
Pepe Ballena Austral,682586X,278684,APROBADO
Pancha Leon Austral,403663X,390987,APROBADO
Coty Nutria Gigante,759285X,197756,RECHAZADO (Riesgo Salud/Financiero)
Sacha Perro Rojo,322506X,865594,APROBADO
Lucho Leon Rojo,359008X,554789,RECHAZADO (Riesgo Salud/Financiero)
Coty Leon Sigiloso,761107X,593753,APROBADO
Maria Condor Noble,142886X,444242,APROBADO
Coty Condor Rojo,9380X,294389,APROBADO
Sacha Huemul Veloz,159260X,497791,APROBADO
Sacha Perro Veloz,267549X,312064,APROBADO
Lucho Condor Noble,927585X,598455,APROBADO
Juan Ballena Salvage,815795X,262333,APROBADO
Pepe Leon Noble,847661X,301587,RECHAZADO (Riesgo Salud/Financiero)
Francisco Gato Austral,823643X,746557,APROBADO
Lucho Zorro Audaz,147473X,397962,APROBADO
Matias Gato Sigiloso,920079X,106973,APROBADO
Juan Condor Rojo,90668X,638783,APROBADO
Coty Perro Sigiloso,743768X,380802,APROBADO
Coty Ballena Veloz,17848X,245637,APROBADO
Francisco Ballena Noble,782642X,447344,APROBADO
Sacha Condor Rojo,166548X,505780,RECHAZADO (Riesgo Salud/Financiero)
Juan Leon Noble,428218X,111789,APROBADO
Juan Leon Austral,536819X,227033,APROBADO
Coty Puma Rojo,230879X,771220,APROBADO
Pepe Zorro Noble,137204X,896028,RECHAZADO (Riesgo Salud/Financiero)
Pancha Nutria Salvage,29761X,802649,APROBADO
Coty Zorro Rojo,333997X,144787,APROBADO
Matias Nutria Salvage,448424X,484515,APROBADO
Pancha Leon Noble,787483X,749404,RECHAZADO (Riesgo Salud/Financiero)
Sacha Ballena Austral,97640X,870004,APROBADO
Pepe Gato Sigiloso,342562X,316777,RECHAZADO (Riesgo Salud/Financiero)
Maria Nutria Sigiloso,34426X,116439,APROBADO
Pepe Gato Audaz,870407X,665156,APROBADO
Francisco Leon Gigante,574078X,558171,APROBADO
Maria Gato Veloz,735175X,70015,RECHAZADO (Riesgo Salud/Financiero)
Pepe Puma Austral,287074X,634227,APROBADO
Pepe Puma Noble,424478X,832845,APROBADO
Juan Huemul Audaz,925192X,81168,RECHAZADO (Riesgo Salud/Financiero)
Matias Huemul Gigante,803746X,365380,APROBADO
Coty Nutria Austral,608160X,134717,APROBADO
Matias Zorro Veloz,17760X,886276,APROBADO
Pepe Perro Audaz,801486X,486129,APROBADO
Pancha Puma Noble,836471X,103470,APROBADO
Juan Perro Sigiloso,885067X,77426,APROBADO
Coty Perro Noble,236929X,196088,APROBADO
Coty Perro Sigiloso,247287X,46037,APROBADO
Maria Puma Sigiloso,269819X,665322,RECHAZADO (Riesgo Salud/Financiero)
Sacha Huemul Veloz,886215X,55081,APROBADO
Lucho Gato Sigiloso,720144X,153863,APROBADO
Pancha Gato Salvage,71715X,804619,APROBADO
Coty Condor Austral,581195X,864465,RECHAZADO (Riesgo Salud/Financiero)
Coty Leon Audaz,474542X,788584,APROBADO
Maria Ballena Noble,961269X,835452,APROBADO
Pancha Nutria Gigante,86531X,419817,RECHAZADO (Riesgo Salud/Financiero)
Lucho Gato Noble,268915X,777141,APROBADO
Maria Puma Gigante,109857X,353549,RECHAZADO (Riesgo Salud/Financiero)
Francisco Perro Veloz,91705X,230397,APROBADO
Juan Gato Gigante,665469X,466045,APROBADO
Lucho Puma Noble,699469X,629173,RECHAZADO (Riesgo Salud/Financiero)
Juan Nutria Gigante,960760X,264348,APROBADO
Maria Huemul Austral,390275X,17296,APROBADO
Matias Leon Sigiloso,704390X,449154,RECHAZADO (Riesgo Salud/Financiero)
Coty Huemul Austral,727911X,430390,APROBADO
Francisco Huemul Gigante,166019X,170033,RECHAZADO (Riesgo Salud/Financiero)
Pepe Zorro Rojo,708476X,403731,APROBADO
Juan Puma Salvage,250190X,41208,APROBADO
Lucho Huemul Veloz,986102X,681693,APROBADO
Lucho Gato Noble,364711X,180415,APROBADO
Pepe Ballena Veloz,696144X,855806,APROBADO
Maria Puma Gigante,30569X,705352,APROBADO
Juan Huemul Sigiloso,24063X,267416,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Noble,45607X,70771,APROBADO
Juan Huemul Audaz,43394X,284083,APROBADO
Lucho Puma Sigiloso,474859X,635575,APROBADO
Matias Zorro Audaz,769594X,23408,APROBADO
Francisco Puma Veloz,57001X,415322,APROBADO
Francisco Ballena Gigante,840003X,610029,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Noble,834939X,475330,RECHAZADO (Riesgo Salud/Financiero)
Matias Puma Rojo,664042X,446609,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Gigante,276409X,619898,APROBADO
Sacha Leon Noble,518946X,420476,RECHAZADO (Riesgo Salud/Financiero)
Sacha Huemul Sigiloso,118003X,441468,APROBADO
Lucho Nutria Salvage,289989X,341498,APROBADO
Sacha Leon Rojo,619651X,488296,RECHAZADO (Riesgo Salud/Financiero)
Pepe Ballena Austral,501684X,236185,APROBADO
Matias Huemul Austral,72747X,463412,APROBADO
Maria Huemul Audaz,837412X,843469,APROBADO
Matias Nutria Sigiloso,431320X,545893,RECHAZADO (Riesgo Salud/Financiero)
Lucho Perro Salvage,729980X,155533,APROBADO
Matias Ballena Audaz,152772X,452115,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Veloz,75645X,366126,APROBADO
Matias Zorro Gigante,333411X,820754,APROBADO
Pepe Perro Austral,331505X,558702,APROBADO
Matias Zorro Audaz,93144X,230733,RECHAZADO (Riesgo Salud/Financiero)
Matias Condor Salvage,494735X,640634,APROBADO
Francisco Leon Audaz,690919X,853246,APROBADO
Pepe Gato Audaz,936175X,755381,APROBADO
Coty Nutria Gigante,866149X,500448,APROBADO
Juan Leon Sigiloso,528960X,874757,APROBADO
Matias Perro Austral,996221X,366219,APROBADO
Sacha Puma Audaz,986021X,283677,APROBADO
Juan Leon Noble,313174X,231413,RECHAZADO (Riesgo Salud/Financiero)
Coty Leon Salvage,127890X,240015,RECHAZADO (Riesgo Salud/Financiero)
Maria Condor Noble,594440X,157197,APROBADO
Lucho Ballena Noble,914127X,706392,APROBADO
Lucho Condor Rojo,723594X,701922,APROBADO
Sacha Leon Rojo,775335X,142904,APROBADO
Pancha Nutria Austral,150442X,119798,APROBADO
Lucho Nutria Gigante,60398X,360954,APROBADO
Juan Puma Veloz,302846X,87979,APROBADO
Pepe Leon Austral,490006X,211160,APROBADO
Matias Gato Gigante,518269X,633205,APROBADO
Pepe Gato Rojo,271616X,28635,APROBADO
Maria Gato Salvage,795154X,864872,APROBADO
Francisco Leon Rojo,299405X,321426,APROBADO
Pancha Puma Rojo,735492X,707606,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Veloz,909569X,713391,APROBADO
Pancha Leon Sigiloso,555140X,59137,APROBADO
Maria Gato Gigante,388918X,794776,APROBADO
Pancha Gato Audaz,171930X,676563,APROBADO
Pancha Ballena Sigiloso,481007X,886770,APROBADO
Lucho Puma Noble,611178X,819658,APROBADO
Coty Perro Rojo,557678X,793589,APROBADO
Coty Puma Austral,584796X,340545,APROBADO
Lucho Ballena Austral,19686X,736613,RECHAZADO (Riesgo Salud/Financiero)
Francisco Nutria Noble,954672X,174815,APROBADO
Matias Gato Audaz,325489X,599512,APROBADO
Juan Leon Austral,457450X,633280,APROBADO
Maria Ballena Salvage,139577X,113495,RECHAZADO (Riesgo Salud/Financiero)
Juan Ballena Audaz,679691X,77198,APROBADO
Lucho Nutria Veloz,122857X,625880,APROBADO
Sacha Perro Sigiloso,204726X,130164,APROBADO
Pepe Nutria Audaz,67400X,687619,APROBADO
Juan Nutria Gigante,764193X,36381,RECHAZADO (Riesgo Salud/Financiero)
Francisco Condor Austral,357910X,116570,APROBADO
Pepe Ballena Audaz,483053X,424441,RECHAZADO (Riesgo Salud/Financiero)
Maria Condor Audaz,312195X,809879,RECHAZADO (Riesgo Salud/Financiero)
Pepe Zorro Sigiloso,308356X,887194,APROBADO
Francisco Puma Rojo,7061X,75178,APROBADO
Lucho Nutria Austral,328974X,537448,RECHAZADO (Riesgo Salud/Financiero)
Matias Puma Noble,984681X,621434,RECHAZADO (Riesgo Salud/Financiero)
Maria Huemul Veloz,174314X,294655,APROBADO
Lucho Puma Sigiloso,822567X,381724,APROBADO
Maria Perro Noble,204801X,711231,APROBADO
Lucho Perro Veloz,853946X,414081,APROBADO
Maria Nutria Salvage,765807X,525175,APROBADO
Matias Gato Austral,665525X,410940,APROBADO
Juan Gato Rojo,256684X,421084,RECHAZADO (Riesgo Salud/Financiero)
Juan Huemul Austral,976630X,231406,APROBADO
Pancha Perro Sigiloso,396937X,487731,RECHAZADO (Riesgo Salud/Financiero)
Pepe Zorro Noble,706570X,120189,APROBADO
Matias Ballena Noble,109485X,265965,APROBADO
Pepe Leon Noble,329281X,65910,APROBADO
Matias Ballena Audaz,453301X,568385,APROBADO
Francisco Leon Veloz,747784X,647000,APROBADO
Pepe Gato Noble,870392X,532698,APROBADO
Matias Perro Audaz,330225X,406552,APROBADO
Pepe Gato Salvage,663274X,364989,APROBADO
Francisco Condor Audaz,253171X,328310,APROBADO
Lucho Gato Salvage,800407X,403144,RECHAZADO (Riesgo Salud/Financiero)
Pancha Gato Salvage,41161X,349054,APROBADO
Francisco Zorro Austral,749629X,727888,APROBADO
Pepe Condor Austral,192449X,59359,APROBADO
Coty Perro Audaz,781438X,68614,RECHAZADO (Riesgo Salud/Financiero)
Pepe Gato Gigante,426647X,358800,APROBADO
Maria Leon Audaz,225824X,803237,APROBADO
Pancha Gato Rojo,56119X,733100,APROBADO
Coty Ballena Austral,273882X,32370,RECHAZADO (Riesgo Salud/Financiero)
Sacha Gato Audaz,800288X,113360,APROBADO
Juan Zorro Veloz,717111X,829241,APROBADO
Juan Zorro Sigiloso,877064X,509709,APROBADO
Coty Puma Rojo,290715X,494982,APROBADO
Sacha Condor Salvage,708073X,109985,APROBADO
Matias Puma Noble,397743X,842574,APROBADO
Matias Zorro Audaz,910533X,337043,APROBADO
Pepe Nutria Noble,735724X,778135,APROBADO
Juan Perro Audaz,226707X,503664,APROBADO
Juan Huemul Sigiloso,895103X,793787,APROBADO
Sacha Puma Veloz,418410X,513048,RECHAZADO (Riesgo Salud/Financiero)
Pancha Nutria Salvage,477542X,872946,APROBADO
Lucho Gato Veloz,712206X,832015,APROBADO
Matias Condor Audaz,873575X,856254,APROBADO
Francisco Ballena Austral,307947X,203956,APROBADO
Pancha Gato Gigante,558142X,533073,APROBADO
Matias Gato Audaz,536921X,435867,APROBADO
Coty Ballena Rojo,658814X,104471,RECHAZADO (Riesgo Salud/Financiero)
Francisco Nutria Rojo,769574X,325436,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Noble,114225X,779168,APROBADO
Pancha Zorro Austral,411933X,823805,APROBADO
Lucho Huemul Audaz,772904X,646559,APROBADO
Pepe Gato Audaz,394859X,535239,RECHAZADO (Riesgo Salud/Financiero)
Coty Puma Veloz,176814X,656593,APROBADO
Francisco Leon Salvage,547033X,53684,RECHAZADO (Riesgo Salud/Financiero)
Maria Gato Salvage,625592X,780317,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Rojo,157533X,460232,APROBADO
Francisco Perro Salvage,453812X,137456,APROBADO
Pepe Huemul Sigiloso,721358X,550013,APROBADO
Coty Perro Noble,805479X,296939,APROBADO
Matias Perro Audaz,71208X,527882,APROBADO
Francisco Leon Austral,129163X,436807,APROBADO
Matias Gato Austral,50759X,138003,APROBADO
Coty Nutria Noble,738444X,218089,APROBADO
Pancha Zorro Rojo,675037X,460768,APROBADO
Sacha Huemul Veloz,249527X,696539,APROBADO
Maria Zorro Sigiloso,839385X,156609,APROBADO
Lucho Gato Noble,738833X,633068,APROBADO
Juan Zorro Gigante,289909X,656847,APROBADO
Lucho Perro Austral,270981X,776933,APROBADO
Sacha Condor Sigiloso,744968X,458843,APROBADO
Sacha Nutria Veloz,17406X,212991,APROBADO
Juan Puma Gigante,963585X,752565,APROBADO
Sacha Gato Sigiloso,740981X,92892,APROBADO
Pancha Huemul Gigante,306490X,136215,APROBADO
Maria Ballena Sigiloso,102241X,419559,APROBADO
Matias Zorro Veloz,626339X,303369,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Austral,769425X,158947,APROBADO
Matias Condor Austral,216292X,711824,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Gigante,588813X,69478,APROBADO
Juan Huemul Noble,478707X,550180,APROBADO
Pepe Zorro Noble,945551X,337868,APROBADO
Francisco Puma Sigiloso,776053X,175043,APROBADO
Francisco Huemul Veloz,984508X,715157,APROBADO
Maria Nutria Sigiloso,821646X,270103,APROBADO
Maria Perro Noble,934351X,842783,RECHAZADO (Riesgo Salud/Financiero)
Juan Condor Rojo,678557X,343479,APROBADO
Matias Huemul Austral,479932X,18703,APROBADO
Matias Leon Austral,350336X,523684,APROBADO
Lucho Zorro Veloz,902014X,512230,APROBADO
Sacha Huemul Rojo,278296X,827035,APROBADO
Pepe Leon Sigiloso,337262X,353950,RECHAZADO (Riesgo Salud/Financiero)
Sacha Huemul Gigante,495996X,23002,RECHAZADO (Riesgo Salud/Financiero)
Francisco Gato Gigante,24158X,368604,APROBADO
Pancha Huemul Veloz,205840X,716513,RECHAZADO (Riesgo Salud/Financiero)
Pepe Gato Austral,653687X,167495,APROBADO
Lucho Nutria Salvage,539858X,107810,RECHAZADO (Riesgo Salud/Financiero)
Coty Huemul Noble,344362X,427858,APROBADO
Pepe Huemul Veloz,604090X,280388,APROBADO
Pancha Perro Gigante,835844X,15787,APROBADO
Sacha Gato Austral,334211X,648378,RECHAZADO (Riesgo Salud/Financiero)
Maria Perro Rojo,747041X,735519,APROBADO
Juan Zorro Sigiloso,837383X,79069,RECHAZADO (Riesgo Salud/Financiero)
Maria Nutria Austral,482589X,125979,APROBADO
Francisco Nutria Gigante,815083X,542942,APROBADO
Coty Puma Rojo,895460X,255348,APROBADO
Lucho Nutria Veloz,935410X,578040,APROBADO
Lucho Gato Gigante,42098X,774723,APROBADO
Juan Condor Gigante,845917X,81250,APROBADO
Francisco Condor Veloz,906344X,825307,APROBADO
Maria Nutria Sigiloso,2967X,107116,APROBADO
Francisco Puma Sigiloso,87961X,565394,APROBADO
Pancha Puma Austral,575889X,511574,APROBADO
Pepe Zorro Rojo,383637X,871405,APROBADO
Francisco Nutria Noble,886612X,80836,APROBADO
Pepe Puma Austral,783903X,821217,APROBADO
Pancha Condor Salvage,806110X,137511,APROBADO
Francisco Leon Rojo,980773X,428685,APROBADO
Matias Zorro Salvage,600741X,347384,RECHAZADO (Riesgo Salud/Financiero)
Pancha Ballena Austral,345978X,408317,APROBADO
Francisco Puma Noble,832070X,793490,APROBADO
Pancha Zorro Noble,648432X,129312,APROBADO
Francisco Ballena Gigante,257621X,25042,APROBADO
Pepe Puma Audaz,423654X,687207,APROBADO
Francisco Gato Audaz,608151X,855611,RECHAZADO (Riesgo Salud/Financiero)
Sacha Condor Rojo,393417X,592142,APROBADO
Coty Huemul Austral,505952X,878849,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Audaz,888730X,97744,RECHAZADO (Riesgo Salud/Financiero)
Pepe Puma Audaz,413872X,666921,APROBADO
Sacha Huemul Veloz,210981X,193281,APROBADO
Francisco Perro Salvage,378009X,629895,APROBADO
Francisco Gato Veloz,190394X,385417,APROBADO
Coty Leon Sigiloso,680595X,657630,APROBADO
Francisco Puma Noble,86099X,349052,APROBADO
Pancha Ballena Salvage,80816X,599819,APROBADO
Pancha Zorro Rojo,622321X,214859,APROBADO
Pancha Puma Veloz,500158X,682884,APROBADO
Lucho Condor Veloz,680962X,137145,APROBADO
Matias Puma Austral,219207X,338516,APROBADO
Pancha Huemul Noble,738656X,59636,APROBADO
Matias Puma Austral,374827X,116385,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Noble,519759X,872432,APROBADO
Francisco Zorro Noble,755841X,671965,APROBADO
Lucho Puma Salvage,788666X,574529,APROBADO
Matias Gato Rojo,34024X,691823,APROBADO
Francisco Gato Gigante,491467X,873181,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Salvage,851130X,310611,RECHAZADO (Riesgo Salud/Financiero)
Juan Puma Gigante,858785X,648384,RECHAZADO (Riesgo Salud/Financiero)
Pepe Perro Gigante,609549X,250080,APROBADO
Juan Puma Rojo,852283X,556719,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Austral,559269X,406223,RECHAZADO (Riesgo Salud/Financiero)
Pancha Puma Salvage,922793X,81467,RECHAZADO (Riesgo Salud/Financiero)
Matias Perro Noble,374771X,183941,RECHAZADO (Riesgo Salud/Financiero)
Francisco Ballena Salvage,635494X,290269,APROBADO
Coty Ballena Austral,433018X,524347,APROBADO
Matias Leon Austral,407401X,618750,APROBADO
Matias Gato Gigante,234390X,537903,APROBADO
Lucho Ballena Austral,839599X,604999,APROBADO
Sacha Nutria Austral,187475X,708840,APROBADO
Pepe Condor Sigiloso,411622X,670857,APROBADO
Juan Puma Sigiloso,455703X,578883,APROBADO
Francisco Nutria Rojo,122815X,257028,APROBADO
Lucho Huemul Salvage,369508X,166454,APROBADO
Francisco Condor Rojo,442136X,370936,APROBADO
Matias Gato Salvage,475324X,403209,APROBADO
Pancha Perro Audaz,986120X,845248,RECHAZADO (Riesgo Salud/Financiero)
Juan Ballena Salvage,577520X,569386,APROBADO
Sacha Huemul Audaz,380709X,307137,APROBADO
Coty Gato Noble,72086X,462707,RECHAZADO (Riesgo Salud/Financiero)
Lucho Nutria Audaz,705708X,386166,APROBADO
Sacha Ballena Salvage,638311X,715568,APROBADO
Francisco Condor Sigiloso,551495X,752080,RECHAZADO (Riesgo Salud/Financiero)
Matias Nutria Sigiloso,936049X,557641,APROBADO
Matias Ballena Rojo,996277X,553088,APROBADO
Juan Leon Audaz,401051X,101176,APROBADO
Matias Gato Austral,753154X,58535,APROBADO
Maria Ballena Audaz,689749X,213108,APROBADO
Francisco Leon Salvage,126066X,435119,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Audaz,955921X,596258,APROBADO
Matias Nutria Noble,885806X,485268,RECHAZADO (Riesgo Salud/Financiero)
Coty Gato Gigante,571678X,655363,APROBADO
Matias Nutria Gigante,148528X,673516,APROBADO
Coty Puma Salvage,50504X,515813,APROBADO
Sacha Zorro Gigante,821575X,654967,APROBADO
Lucho Condor Austral,224384X,774127,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Veloz,699364X,649896,APROBADO
Sacha Gato Sigiloso,749937X,566523,APROBADO
Francisco Puma Gigante,771891X,220832,RECHAZADO (Riesgo Salud/Financiero)
Lucho Leon Salvage,26001X,805189,APROBADO
Lucho Leon Noble,197750X,160463,APROBADO
Maria Zorro Audaz,835550X,160450,APROBADO
Pancha Ballena Sigiloso,232913X,886935,APROBADO
Coty Nutria Rojo,687240X,895719,RECHAZADO (Riesgo Salud/Financiero)
Juan Huemul Rojo,338578X,719928,APROBADO
Pepe Zorro Noble,596099X,612967,APROBADO
Francisco Puma Noble,230553X,480357,APROBADO
Sacha Ballena Salvage,91975X,841740,APROBADO
Matias Leon Gigante,674378X,144816,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Salvage,562981X,214107,APROBADO
Coty Leon Audaz,527061X,370184,APROBADO
Pancha Nutria Veloz,484842X,195764,RECHAZADO (Riesgo Salud/Financiero)
Sacha Zorro Austral,929501X,225068,APROBADO
Maria Ballena Gigante,225100X,372544,APROBADO
Juan Huemul Audaz,163637X,717245,APROBADO
Francisco Perro Austral,571837X,391670,APROBADO
Sacha Huemul Noble,619892X,360731,APROBADO
Sacha Puma Noble,797905X,299974,APROBADO
Francisco Zorro Veloz,820910X,435049,RECHAZADO (Riesgo Salud/Financiero)
Coty Ballena Noble,103334X,341174,APROBADO
Pepe Gato Austral,262873X,764829,APROBADO
Matias Perro Noble,567166X,252973,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Audaz,222850X,239985,APROBADO
Juan Zorro Sigiloso,822207X,785056,APROBADO
Pancha Puma Noble,47767X,543146,APROBADO
Sacha Nutria Sigiloso,688368X,431443,APROBADO
Maria Huemul Rojo,75179X,548845,APROBADO
Maria Huemul Austral,87677X,278221,APROBADO
Francisco Puma Rojo,940886X,811002,APROBADO
Matias Gato Sigiloso,884613X,333786,APROBADO
Matias Puma Gigante,11563X,784255,APROBADO
Sacha Condor Noble,960018X,835957,APROBADO
Sacha Gato Gigante,258333X,62423,APROBADO
Francisco Ballena Gigante,503338X,714911,APROBADO
Pepe Zorro Audaz,489058X,485926,APROBADO
Juan Puma Noble,658488X,614415,APROBADO
Maria Gato Audaz,99609X,493278,APROBADO
Pepe Nutria Gigante,782276X,774697,APROBADO
Coty Puma Audaz,61026X,826438,APROBADO
Pancha Leon Austral,644207X,487844,APROBADO
Matias Leon Salvage,935875X,758004,APROBADO
Pancha Puma Sigiloso,543507X,296261,RECHAZADO (Riesgo Salud/Financiero)
Sacha Ballena Salvage,343166X,634798,APROBADO
Coty Huemul Gigante,338623X,246412,APROBADO
Pepe Huemul Sigiloso,25879X,713688,APROBADO
Juan Nutria Gigante,441865X,753848,APROBADO
Matias Zorro Veloz,361648X,576977,APROBADO
Juan Huemul Austral,771220X,95113,APROBADO
Coty Huemul Sigiloso,306576X,579191,APROBADO
Francisco Huemul Rojo,772271X,807731,APROBADO
Juan Gato Veloz,171156X,381335,APROBADO
Francisco Leon Salvage,45590X,21570,APROBADO
Pepe Nutria Noble,143326X,324297,APROBADO
Francisco Leon Audaz,113556X,654628,APROBADO
Francisco Perro Gigante,292746X,820165,APROBADO
Pancha Zorro Rojo,824838X,258951,APROBADO
Matias Condor Sigiloso,164934X,166330,RECHAZADO (Riesgo Salud/Financiero)
Pepe Puma Audaz,929001X,268083,APROBADO
Pancha Condor Veloz,682588X,520007,APROBADO
Lucho Huemul Gigante,727215X,133290,APROBADO
Lucho Puma Noble,504440X,568190,RECHAZADO (Riesgo Salud/Financiero)
Coty Nutria Salvage,831155X,72694,APROBADO
Lucho Leon Veloz,435624X,55956,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Gigante,203908X,500088,APROBADO
Sacha Gato Salvage,455716X,602887,APROBADO
Juan Perro Audaz,541601X,517689,APROBADO
Maria Gato Sigiloso,489744X,886116,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Audaz,280589X,233895,APROBADO
Maria Zorro Sigiloso,173957X,275223,APROBADO
Juan Ballena Noble,29172X,678685,APROBADO
Sacha Condor Noble,583657X,778068,APROBADO
Francisco Condor Gigante,527642X,478679,APROBADO
Francisco Zorro Audaz,96281X,343420,APROBADO
Coty Leon Sigiloso,735128X,417934,RECHAZADO (Riesgo Salud/Financiero)
Pepe Ballena Noble,210177X,534892,APROBADO
Pepe Gato Noble,676067X,72162,RECHAZADO (Riesgo Salud/Financiero)
Sacha Huemul Audaz,217258X,69485,APROBADO
