Propietario,ID_Asociado,Modelo_Robot,Datos_Biometricos,Grabacion_Activa,Cifrado_Punto_a_Punto,Alerta_Sesgo_Algoritmico,Integracion_Holding
Usuario 11799,4448X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11800,2145X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11801,8180X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11802,8465X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11803,4133X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11804,7570X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11805,5639X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 11806,3037X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11807,3424X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11808,7619X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11809,2493X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11810,6827X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11811,7134X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11812,5469X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11813,4527X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11814,7610X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11815,6453X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11816,3387X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11817,4173X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11818,9975X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11819,4386X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11820,7482X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11821,9841X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11822,7963X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11823,9963X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11824,9832X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11825,3686X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11826,3018X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11827,9544X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11828,6353X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11829,3953X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11830,4829X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11831,2287X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11832,2508X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11833,7578X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11834,5680X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11835,7593X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11836,6553X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11837,5797X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11838,9830X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11839,7963X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 11840,6435X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11841,7071X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11842,4757X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11843,8977X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11844,3386X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11845,3990X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11846,9074X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 11847,7612X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11848,7088X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11849,9156X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11850,6818X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11851,7342X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11852,2330X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11853,3670X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11854,5422X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11855,4260X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11856,4712X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11857,8646X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11858,6995X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11859,8685X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11860,7704X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11861,2495X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11862,4224X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11863,8895X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11864,6995X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11865,5093X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11866,2376X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11867,6891X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11868,5469X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11869,6743X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 11870,4669X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11871,8736X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11872,4770X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11873,5721X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11874,9975X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11875,1875X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11876,9005X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11877,5163X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11878,1035X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11879,6500X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11880,5614X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11881,5240X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11882,8434X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11883,9821X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 11884,9649X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11885,9529X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11886,3890X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11887,8634X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11888,3625X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11889,3488X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11890,6562X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11891,8715X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11892,3521X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11893,9878X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11894,9356X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11895,5404X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11896,9922X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11897,6169X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11898,4432X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11899,6574X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11900,9629X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11901,7076X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11902,8990X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11903,2345X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11904,7813X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11905,9656X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11906,5855X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11907,5027X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11908,4798X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 11909,2705X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 11910,1847X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11911,8135X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11912,9886X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11913,3560X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11914,3974X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11915,3054X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11916,7562X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 11917,4130X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11918,4072X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11919,3356X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11920,5142X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11921,2600X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11922,3326X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11923,7337X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11924,1797X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11925,1426X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11926,2299X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11927,9556X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11928,9249X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11929,1006X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11930,8585X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11931,1289X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11932,4575X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11933,9533X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11934,4332X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11935,7135X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11936,5712X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11937,3308X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11938,2973X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11939,7770X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11940,2872X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11941,8177X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11942,9450X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11943,2213X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11944,6690X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11945,9144X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11946,7654X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11947,9597X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11948,3735X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11949,2340X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11950,8720X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11951,1131X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11952,1163X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11953,7857X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11954,3982X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11955,6235X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11956,7874X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11957,6164X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11958,3137X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11959,4033X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11960,3448X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11961,2484X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11962,4421X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11963,7087X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11964,6572X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11965,4703X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11966,1824X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11967,8630X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11968,9265X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 11969,1883X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11970,2897X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11971,5992X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11972,9034X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11973,2576X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11974,3807X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11975,5996X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 11976,9381X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11977,7837X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11978,6215X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11979,3253X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11980,5108X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11981,6760X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11982,1346X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11983,9507X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11984,1394X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11985,1971X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11986,2703X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11987,1709X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 11988,6336X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11989,4272X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11990,2169X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11991,8826X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 11992,8923X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11993,2139X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 11994,6590X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11995,2097X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 11996,7977X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 11997,7393X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 11998,8625X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 11999,7840X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 12000,3273X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 12001,5898X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 12002,8010X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 12003,1914X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 12004,1240X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 12005,1005X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 12006,8017X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 12007,5718X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,No,Vinculado-OmniSalud
Usuario 12008,6832X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 12009,1743X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 12010,9976X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 12011,2125X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 12012,1441X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 12013,7341X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 12014,4920X,Guardian-Eye (Seguridad),Facial y Voz,Activado,Si,Si,Vinculado-OmniSalud
Usuario 12015,9576X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 12016,4468X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 12017,2539X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 12018,9226X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 12019,4141X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 12020,9134X,EduPlay-Nano (Niños),Facial y Voz,Activado,Si,No,Vinculado-OmniSalud
Usuario 12021,2573X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 12022,5493X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 12023,9308X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 12024,7092X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 12025,9193X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 12026,7521X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 12027,2708X,DomestiBot-V3 (Asistente),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 12028,7613X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 12029,3676X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,Si,Vinculado-OmniSalud
Usuario 12030,2491X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 12031,4175X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 12032,5801X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 12033,1200X,EduPlay-Nano (Niños),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
Usuario 12034,4417X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,Si,Vinculado-OmniSalud
Usuario 12035,2625X,DomestiBot-V3 (Asistente),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 12036,2167X,EduPlay-Nano (Niños),Facial y Voz,Desactivado,Si,Si,Vinculado-OmniSalud
Usuario 12037,7030X,Guardian-Eye (Seguridad),Facial y Voz,Desactivado,No,No,Vinculado-OmniSalud
Usuario 12038,3799X,Guardian-Eye (Seguridad),Facial y Voz,Activado,No,No,Vinculado-OmniSalud
